workload,seed,query_id,algorithm,latency_ms,recall_at_10,valid_result_rate,exact_subset_size,subset_size_estimate,subset_estimate_error,estimate_num_cells,estimate_avg_cell_size,query_window_width,price_range_width,category_present,candidate_count,filtered_out_count,visited_partitions,ann_expansion_rounds,exact_distance_computations,planner_type,planner_mode,planner_feature_subset_size,planner_feature_num_cells,planner_feature_avg_cell_size,planner_feature_query_window_width,planner_feature_price_range_width,planner_feature_category_present,planner_feature_active_records,planner_feature_tombstoned_records,planner_feature_tombstone_ratio,planner_feature_open_ended_fraction,planner_feature_fragmentation_score,best_mode,best_mode_latency_ms,best_mode_recall_at_10,active_records,tombstoned_records,tombstone_ratio,rebuild_count,cell_rebuild_count,compaction_count,deleted_record_count,expired_record_count,open_ended_fraction,index_visible_size
static_smoke,7,45,global_filter,1.1661999742500484,1.0,1.0,12,12.574081163868556,0.04784009698904631,10,1.3,18,9.356286317304797,0,1600,1380,0,5,10,,,,,,,,0,,,,,,partition_ann,0.12009998317807913,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,45,partition_ann,0.12009998317807913,1.0,1.0,12,12.574081163868556,0.04784009698904631,10,1.3,18,9.356286317304797,0,13,1,10,0,12,,,,,,,,0,,,,,,partition_ann,0.12009998317807913,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,45,hybrid,0.18060003640130162,1.0,1.0,12,12.574081163868556,0.04784009698904631,10,1.3,18,9.356286317304797,0,12,1988,0,0,12,RuleBasedPlanner,exact,12.574081163868556,10,1.3,18,9.356286317304797,0,2000,0,0.0,0.0,0.7952867386234835,partition_ann,0.12009998317807913,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,46,exact,0.15360000543296337,1.0,1.0,6,5.443758666024975,0.09270688899583757,4,2.0,18,9.3562863173048,1,6,1994,0,0,6,,,,,,,,0,,,,,,partition_ann,0.06340001709759235,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,46,global_filter,1.691599958576262,1.0,1.0,6,5.443758666024975,0.09270688899583757,4,2.0,18,9.3562863173048,1,2000,1994,0,6,6,,,,,,,,0,,,,,,partition_ann,0.06340001709759235,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,46,partition_ann,0.06340001709759235,1.0,1.0,6,5.443758666024975,0.09270688899583757,4,2.0,18,9.3562863173048,1,8,2,4,0,6,,,,,,,,0,,,,,,partition_ann,0.06340001709759235,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,46,hybrid,0.15809998149052262,1.0,1.0,6,5.443758666024975,0.09270688899583757,4,2.0,18,9.3562863173048,1,6,1994,0,0,6,RuleBasedPlanner,exact,5.443758666024975,4,2.0,18,9.3562863173048,1,2000,0,0.0,0.0,0.7347864307366135,partition_ann,0.06340001709759235,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,47,exact,0.14640000881627202,1.0,1.0,1,1.0,0.0,1,1.0,18,9.356286317304793,1,1,1999,0,0,1,,,,,,,,0,,,,,,partition_ann,0.04350004019215703,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,47,global_filter,1.667700009420514,1.0,1.0,1,1.0,0.0,1,1.0,18,9.356286317304793,1,2000,1999,0,6,1,,,,,,,,0,,,,,,partition_ann,0.04350004019215703,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,47,partition_ann,0.04350004019215703,1.0,1.0,1,1.0,0.0,1,1.0,18,9.356286317304793,1,1,0,1,0,1,,,,,,,,0,,,,,,partition_ann,0.04350004019215703,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,47,hybrid,0.1480000209994614,1.0,1.0,1,1.0,0.0,1,1.0,18,9.356286317304793,1,1,1999,0,0,1,RuleBasedPlanner,exact,1.0,1,1.0,18,9.356286317304793,1,2000,0,0.0,0.0,1.0,partition_ann,0.04350004019215703,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,48,exact,0.15049998182803392,1.0,1.0,6,5.574630603513943,0.07089489941434286,7,1.7142857142857142,18,9.3562863173048,0,6,1994,0,0,6,,,,,,,,0,,,,,,partition_ann,0.07290003122761846,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,48,global_filter,1.9586000125855207,1.0,1.0,6,5.574630603513943,0.07089489941434286,7,1.7142857142857142,18,9.3562863173048,0,2000,1994,0,6,6,,,,,,,,0,,,,,,partition_ann,0.07290003122761846,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,48,partition_ann,0.07290003122761846,1.0,1.0,6,5.574630603513943,0.07089489941434286,7,1.7142857142857142,18,9.3562863173048,0,12,6,7,0,6,,,,,,,,0,,,,,,partition_ann,0.07290003122761846,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,48,hybrid,0.15480001457035542,1.0,1.0,6,5.574630603513943,0.07089489941434286,7,1.7142857142857142,18,9.3562863173048,0,6,1994,0,0,6,RuleBasedPlanner,exact,5.574630603513943,7,1.7142857142857142,18,9.3562863173048,0,2000,0,0.0,0.0,1.2556885824125426,partition_ann,0.07290003122761846,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,49,exact,0.16789999790489674,1.0,1.0,17,16.843381952969427,0.009212826295916066,16,1.875,18,9.3562863173048,0,17,1983,0,0,17,,,,,,,,0,,,,,,partition_ann,0.09580003097653389,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,49,global_filter,1.1757999891415238,1.0,1.0,17,16.843381952969427,0.009212826295916066,16,1.875,18,9.3562863173048,0,1600,1502,0,5,10,,,,,,,,0,,,,,,partition_ann,0.09580003097653389,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,49,partition_ann,0.09580003097653389,1.0,1.0,17,16.843381952969427,0.009212826295916066,16,1.875,18,9.3562863173048,0,30,13,16,0,17,,,,,,,,0,,,,,,partition_ann,0.09580003097653389,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,49,hybrid,0.17119996482506394,1.0,1.0,17,16.843381952969427,0.009212826295916066,16,1.875,18,9.3562863173048,0,17,1983,0,0,17,RuleBasedPlanner,exact,16.843381952969427,16,1.875,18,9.3562863173048,0,2000,0,0.0,0.0,0.9499279921737604,partition_ann,0.09580003097653389,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,50,exact,0.1818999880924821,1.0,1.0,21,22.11352619439227,0.05302505687582245,19,1.631578947368421,18,9.3562863173048,0,21,1979,0,0,21,,,,,,,,0,,,,,,partition_ann,0.1409000251442194,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,50,global_filter,0.846099981572479,1.0,1.0,21,22.11352619439227,0.05302505687582245,19,1.631578947368421,18,9.3562863173048,0,800,708,0,4,10,,,,,,,,0,,,,,,partition_ann,0.1409000251442194,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,50,partition_ann,0.1409000251442194,1.0,1.0,21,22.11352619439227,0.05302505687582245,19,1.631578947368421,18,9.3562863173048,0,31,10,19,0,21,,,,,,,,0,,,,,,partition_ann,0.1409000251442194,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
